viennoiserie00025;Baguette;0.9;fabrication artisanale 5euro minimum  cb ou espece;baguette-2-260x260.png
viennoiserie00026;Baguette sans sel;0.9;fabrication artisanale 5euro minimum  cb ou espece;baguette-2-260x260.png
viennoiserie00027;Baguette la tradition;1;fabrication artisanale 5euro minimum  cb ou espece;1xWGrmNfEhkJVtsy_dsd
viennoiserie00028;Baguette complet;1;fabrication artisanale 5euro minimum  cb ou espece;BiNiUDEJiZtYQw92_dsd.png
viennoiserie00029;Baguette de son;1;fabrication artisanale 5euro minimum  cb ou espece;BiNiUDEJiZtYQw92_dsd.png
viennoiserie00030;Baguette de céréale noir;1;fabrication artisanale 5euro minimum  cb ou espece;7IWz9Na5sfJ7dFKP_dsd.png
viennoiserie00031;Baguette 5 céréale;1;fabrication artisanale 5euro minimum  cb ou espece;L4NqGNyIRDQ4uEss_dsd
viennoiserie00032;Baguette de mais;1;fabrication artisanale 5euro minimum  cb ou espece;L4NqGNyIRDQ4uEss_dsd
