Aubergine ; 
Avocat ; 
Chayotte ; 
Concombre ; 
Cornichon ; 
Courge ; 
Courgette ; 
Fève ; 
Haricot ; 
Haricot vert ; 
Melon ; 
Pastèque ; 
Patisson ; 
Pois ; 
Poivron ; 
Potiron ; 
Soja ; 
Tomate ; 
